"","ds_id","auth_id","timestamp"
"280","doi:10.7281/T1/FPN6MI","131",2023-08-03 20:18:29
"281","doi:10.7281/T1/6Y08LS","0000-0002-8383-4259",2018-08-22 19:06:03
"282","doi:10.7281/T1/HVRF8B","0000-0002-8383-4259",2021-10-25 15:35:24
"283","doi:10.7281/T1/IRMGH8","132",2024-02-28 12:19:18
"284","doi:10.7281/T1/RDLYMJ","133",2024-09-13 19:49:27
"285","doi:10.7281/T1/GH4EF2","134",2021-02-22 21:23:35
"286","doi:10.7281/T1/4WX5QC","135",2021-07-19 20:41:03
"287","doi:10.7281/T1/7IXSOP","0000-0002-0773-7473",2022-09-23 16:12:59
"288","doi:10.7281/T1/UMDMQK","136",2019-05-30 19:51:49
"289","doi:10.7281/T1/EM61IB","137",2019-05-30 19:52:02
"290","doi:10.7281/T1/H1ZPLI","0000-0003-1139-3711",2023-07-06 16:00:37
"291","doi:10.7281/T1/FPN6MI","0000-0003-1139-3711",2023-08-03 20:18:29
"292","doi:10.7281/T1/EQKCFP","0000-0003-1139-3711",2023-10-20 13:46:16
"293","doi:10.7281/T1/AGLFQ2","0000-0002-8296-537X",2024-03-18 18:32:52
"294","doi:10.7281/T1/NTWJAR","138",2024-02-23 20:28:34
"295","doi:10.7281/T1/WYN7FI","139",2024-07-30 14:30:55
"296","doi:10.7281/T1/C4RVLS","0000-0002-1267-8156",2024-01-09 16:15:38
"297","doi:10.7281/T1/D06YVM","140",2017-07-12 18:28:45
"298","doi:10.7281/T1/PIVKJ7","141",2023-11-16 15:58:05
"299","doi:10.7281/T1/BXJT0B","0000-0001-7190-7396",2021-12-21 17:56:17
"300","doi:10.7281/T1/KTOG9W","0000-0002-6621-6096",2024-05-02 20:09:40
"301","doi:10.7281/T1D798BQ","142",2016-06-01
"302","doi:10.7281/T1/C6MCOX","0000-0001-6447-5425",2019-04-29 15:12:30
"303","doi:10.7281/T1/XTSKOW","0000-0001-6447-5425",2017-09-19 13:08:30
"304","doi:10.7281/T1/DX9DL8","0000-0001-6447-5425",2018-11-12 18:48:14
"305","doi:10.7281/T1/QS3QFT","0000-0001-6447-5425",2024-03-26 20:35:29
"306","doi:10.7281/T1/F5PD42","0000-0001-6447-5425",2024-04-02 12:46:37
"307","doi:10.7281/T1/UDTJPD","0000-0001-6447-5425",2020-02-20 18:10:12
"308","doi:10.7281/T1RN35S8","0000-0001-9397-4282",2015-08-25
"309","doi:10.7281/T1/XGVRX0","0000-0001-5680-6554",2022-06-23 16:11:51
"310","doi:10.7281/T1/4F90KQ","143",2020-04-09 12:26:47
"311","doi:10.7281/T1/KTOG9W","0000-0003-3901-4357",2024-05-02 20:09:40
"312","doi:10.7281/T1/PIVKJ7","144",2023-11-16 15:58:05
"313","doi:10.7281/T1/8OFLMF","0000-0003-3851-3218",2022-06-17 19:59:53
"314","doi:10.7281/T1/NT8FQN","0000-0003-3851-3218",2022-06-23 19:23:06
"315","doi:10.7281/T1/0JWMF0","145",2022-06-23 19:23:43
"316","doi:10.7281/T1/YUHUYN","0000-0003-3851-3218",2023-05-23 20:37:12
"317","doi:10.7281/T1/8VU7A2","0000-0003-3851-3218",2023-05-09 12:24:18
"318","doi:10.7281/T1/KWDKME","0000-0003-3851-3218",2024-04-11 15:30:47
"319","doi:10.7281/T1/IVVFCM","146",2023-04-21 16:24:52
"320","doi:10.7281/T1/2PGJQU","0000-0001-6798-8381",2023-03-08 20:14:56
"321","doi:10.7281/T1/IFSXNV","0000-0001-6798-8381",2020-10-15 12:47:22
"322","doi:10.7281/T1/C304HZ","147",2022-03-30 19:24:13
"323","doi:10.7281/T1/2QCZXM","148",2024-02-06 19:41:07
"324","doi:10.7281/T1/QGOMA0","0000-0002-9794-5056",2020-05-13 17:30:30
"325","doi:10.7281/T1/LJ9FLW","0000-0002-9794-5056",2022-04-19 11:56:18
"326","doi:10.7281/T1/TLEBVW","0000-0003-0330-415X",2017-12-20 18:16:30
"327","doi:10.7281/T1/K08BJZ","149",2022-09-06 17:25:29
"328","doi:10.7281/T1MW2F2Z","0000-0002-8542-4835",2015-08-25
"329","doi:10.7281/T1CC0XMT","0000-0002-8542-4835",2015-08-25
"330","doi:10.7281/T17P8W98","0000-0002-8542-4835",2015-08-25
"331","doi:10.7281/T1H41PBJ","0000-0002-8542-4835",2015-08-25
"332","doi:10.7281/T1RN35S8","0000-0002-8542-4835",2015-08-25
"333","doi:10.7281/T1WD3XHM","0000-0002-8542-4835",2015-08-25
"334","doi:10.7281/T1/KOTDPY","0000-0001-9635-7220",2024-08-30 14:03:32
"335","doi:10.7281/T1/4F90KQ","150",2020-04-09 12:26:47
"336","doi:10.7281/T1/4RZTRN","151",2021-11-05 18:59:17
"337","doi:10.7281/T1/AGLFQ2","0000-0002-7617-3544",2024-03-18 18:32:52
"338","doi:10.7281/T1/8BOXVM","0000-0002-3704-9217",2023-07-06 17:19:37
"339","doi:10.7281/T1/OY2X8T","0000-0001-9723-8530",2023-03-29 19:01:43
"340","doi:10.7281/T1/NTWJAR","0000-0002-6552-3297",2024-02-23 20:28:34
"341","doi:10.7281/T1/IVVFCM","0000-0002-6552-3297",2023-04-21 16:24:52
"342","doi:10.7281/T1/7IXSOP","152",2022-09-23 16:12:59
"343","doi:10.7281/T1/VEORXP","0000-0003-3135-658X",2024-07-10 12:59:20
"344","doi:10.7281/T1/IJO1FU","0000-0001-5784-1116",2020-03-20 20:32:52
"345","doi:10.7281/T1/BNSVVD","0000-0001-5784-1116",2021-12-30 19:26:56
"346","doi:10.7281/T1/DG7RDP","0000-0001-5784-1116",2019-01-23 14:37:33
"347","doi:10.7281/T1/K08BJZ","0000-0001-5784-1116",2022-09-06 17:25:29
"348","doi:10.7281/T1/NL3HTW","0000-0001-5784-1116",2023-05-16 18:53:51
"349","doi:10.7281/T1/IWOVKD","0000-0001-5784-1116",2018-11-08 13:39:55
"350","doi:10.7281/T1/FIS2QT","0000-0001-5784-1116",2020-06-17 13:26:05
"351","doi:10.7281/T1/AUBBJD","0000-0001-5784-1116",2020-08-28 15:17:53
"352","doi:10.7281/T1/1ECVB0","0000-0001-5784-1116",2020-04-09 20:50:28
"353","doi:10.7281/T1/T3SA2Z","153",2020-04-13 21:12:23
"354","doi:10.7281/T1/IRMGH8","154",2024-02-28 12:19:18
"355","doi:10.7281/T1/VNFY91","0000-0002-9707-350X",2023-09-15 19:41:39
"356","doi:10.7281/T1/EHSEV2","0000-0002-9707-350X",2023-04-03 14:00:46
"357","doi:10.7281/T1/NU0VS7","0000-0002-9707-350X",2024-01-02 13:15:55
"358","doi:10.7281/T1PN93HH","155",2020-10-30 18:26:04
"359","doi:10.7281/T1/FPN6MI","0000-0002-6799-1561",2023-08-03 20:18:29
"360","doi:10.7281/T1/PIVKJ7","0000-0002-9936-7034",2023-11-16 15:58:05
"361","doi:10.7281/T1/AGLFQ2","0000-0001-9234-2806",2024-03-18 18:32:52
"362","doi:10.7281/T1/0HWVS1","156",2024-06-28 14:02:28
"363","doi:10.7281/T1/KOSYGQ","157",2017-06-29 12:50:41
"364","doi:10.7281/T1/IVVFCM","0000-0002-5550-0286",2023-04-21 16:24:52
"365","doi:10.7281/T1/BMATHH","0000-0002-5550-0286",2021-09-28 11:30:17
"366","doi:10.7281/T1/D06YVM","158",2017-07-12 18:28:45
"367","doi:10.7281/T1/WYN7FI","0000-0003-2735-4725",2024-07-30 14:30:55
"368","doi:10.7281/T1/EOPWE4","159",2019-06-26 17:27:07
"369","doi:10.7281/T1/2PGJQU","0000-0003-3386-5839",2023-03-08 20:14:56
"370","doi:10.7281/T1/IFSXNV","0000-0003-3386-5839",2020-10-15 12:47:22
"371","doi:10.7281/T1/C304HZ","0000-0003-3386-5839",2022-03-30 19:24:13
"372","doi:10.7281/T1/KTOG9W","0000-0002-8271-1281",2024-05-02 20:09:40
"373","doi:10.7281/T1/7WXPIN","160",2019-10-08 13:57:17
"374","doi:10.7281/T1/NH6EGH","0000-0002-4471-9565",2021-07-12 20:08:01
"375","doi:10.7281/T1/QS3QFT","0000-0001-6655-7862",2024-03-26 20:35:29
"376","doi:10.7281/T19G5JRC","0000-0001-8525-340X",2015-10-22
"377","doi:10.7281/T1/YZKNJ6","161",2024-02-22 19:52:00
"378","doi:10.7281/T1/KTOG9W","162",2024-05-02 20:09:40
"379","doi:10.7281/T1/L8UP2G","0000-0001-6769-7322",2018-04-17 20:37:48
"380","doi:10.7281/T1F769G3","163",2023-03-16 15:12:56
"381","doi:10.7281/T1/SP6KO3","164",2017-11-22 19:46:20
"382","doi:10.7281/T1/HRK27V","0000-0002-7846-9226",2022-03-07 20:18:52
"383","doi:10.7281/T1/C4RVLS","165",2024-01-09 16:15:38
"384","doi:10.7281/T1/CGBG4F","0000-0003-4580-9893",2024-06-03 14:49:17
"385","doi:10.7281/T1/87PH8T","0000-0002-5658-8654",2021-06-30 20:25:47
"386","doi:10.7281/T1/FWDYPW","0000-0002-5658-8654",2022-10-06 14:49:15
"387","doi:10.7281/T1/QQ77OB","0000-0002-5658-8654",2022-09-27 20:22:01
"388","doi:10.7281/T1/860JVB","166",2023-05-23 20:36:46
"389","doi:10.7281/T1/1MQMFC","0009-0006-5089-717X",2023-05-23 20:37:37
"390","doi:10.7281/T1/QISGRU","0000-0002-7993-4214",2021-01-26 16:20:06
"391","doi:10.7281/T1/6I0KPP","0000-0002-7993-4214",2022-07-05 21:07:35
"392","doi:10.7281/T1/NTWJAR","0000-0002-1757-5009",2024-02-23 20:28:34
"393","doi:10.7281/T1/GH4EF2","167",2021-02-22 21:23:35
"394","doi:10.7281/T1/NT8FQN","0000-0002-6140-4522",2022-06-23 19:23:06
"395","doi:10.7281/T1/0JWMF0","168",2022-06-23 19:23:43
"396","doi:10.7281/T1/D3EV75","0000-0002-6140-4522",2022-05-24 12:27:31
"397","doi:10.7281/T1/5UEIRG","169",2022-05-24 12:26:25
"398","doi:10.7281/T1/M4FJUL","170",2021-03-18 15:19:14
"399","doi:10.7281/T1/8VU7A2","0000-0002-6140-4522",2023-05-09 12:24:18
"400","doi:10.7281/T1/OY2X8T","171",2023-03-29 19:01:43
"401","doi:10.7281/T1MW2F2Z","0000-0002-3039-9206",2015-08-25
"402","doi:10.7281/T1RN35S8","0000-0002-3039-9206",2015-08-25
"403","doi:10.7281/T1WD3XHM","172",2015-08-25
"404","doi:10.7281/T1/CZDPSX","173",2019-09-18 15:58:57
"405","doi:10.7281/T1/UZIT7C","0000-0003-2298-8382",2023-12-05 19:53:32
"406","doi:10.7281/T1/VNFY91","0000-0002-9334-9839",2023-09-15 19:41:39
"407","doi:10.7281/T1/EHSEV2","0000-0002-9334-9839",2023-04-03 14:00:46
"408","doi:10.7281/T1/C4RVLS","0000-0003-0453-0300",2024-01-09 16:15:38
"409","doi:10.7281/T1/UP8RWD","0000-0002-0205-7161",2023-12-07 20:11:09
"410","doi:10.7281/T1/FTCWPF","174",2020-04-22 16:05:42
"411","doi:10.7281/T18G8HM0","0000-0002-3185-002X",2023-06-08 12:11:46
"412","doi:10.7281/T1/NU0VS7","0000-0002-3185-002X",2024-01-02 13:15:55
"413","doi:10.7281/T1/OM3OMQ","0000-0002-3185-002X",2017-10-23 17:22:25
"414","doi:10.7281/T1/D06YVM","175",2017-07-12 18:28:45
"415","doi:10.7281/T1/QXKY4B","0000-0002-7907-8139",2021-09-03 19:07:03
"416","doi:10.7281/T1/VWQ4J3","176",2020-04-01 17:02:54
"417","doi:10.7281/T1/L8UP2G","0000-0001-6936-0213",2018-04-17 20:37:48
"418","doi:10.7281/T1/FN9EH6","177",2017-04-03 18:11:57
"419","doi:10.7281/T1/ZHG9BB","178",2017-08-28 17:18:07
"420","doi:10.7281/T19G5JRC","0000-0002-9176-3278",2015-10-22
"421","doi:10.7281/T1F769G3","0000-0002-9176-3278",2023-03-16 15:12:56
"422","doi:10.7281/T1/X4MXHC","179",2022-04-07 16:35:56
"423","doi:10.7281/T1/TP9B4Y","180",2018-06-13 13:46:01
"424","doi:10.7281/T1/BXJT0B","0000-0002-6694-0965",2021-12-21 17:56:17
"425","doi:10.7281/T1/QGOMA0","0000-0002-6694-0965",2020-05-13 17:30:30
"426","doi:10.7281/T1/LJ9FLW","0000-0002-6694-0965",2022-04-19 11:56:18
"427","doi:10.7281/T1/NEACHP","0000-0002-6694-0965",2023-01-06 23:39:14
"428","doi:10.7281/T1/ZPJZJC","181",2021-10-13 12:17:00
"429","doi:10.7281/T1/KTOG9W","182",2024-05-02 20:09:40
"430","doi:10.7281/T1/0HWVS1","183",2024-06-28 14:02:28
"431","doi:10.7281/T1/OSQSMY","184",2018-08-17 13:15:49
"432","doi:10.7281/T1/IFSXNV","0000-0003-2869-8773",2020-10-15 12:47:22
"433","doi:10.7281/T1/C304HZ","0000-0003-2869-8773",2022-03-30 19:24:13
"434","doi:10.7281/T19G5JRC","185",2015-10-22
"435","doi:10.7281/T1/7WXPIN","186",2019-10-08 13:57:17
"436","doi:10.7281/T1/EAFMCT","187",2018-12-07 18:10:05
"437","doi:10.7281/T1/ONZHUS","0000-0003-2057-2463",2019-07-08 18:17:31
"438","doi:10.7281/T1/QXKY4B","0000-0001-6004-5655",2021-09-03 19:07:03
"439","doi:10.7281/T10Z715B","188",2016-10-28
"440","doi:10.7281/T1/IM9BZI","0000-0002-4893-4561",2024-04-22 18:43:06
"441","doi:10.7281/T1/AGLFQ2","0000-0002-5379-1614",2024-03-18 18:32:52
"442","doi:10.7281/T1F769G3","189",2023-03-16 15:12:56
"443","doi:10.7281/T19G5JRC","190",2015-10-22
"444","doi:10.7281/T1/B660D2","0000-0001-9939-0640",2022-09-12 20:36:56
"445","doi:10.7281/T1/OOMZS7","0000-0001-9939-0640",2022-06-06 13:59:37
"446","doi:10.7281/T1/K08BJZ","191",2022-09-06 17:25:29
"447","doi:10.7281/T1/HRK27V","0000-0002-4486-3057",2022-03-07 20:18:52
"448","doi:10.7281/T1H41PBJ","192",2015-08-25
"449","doi:10.7281/T1/L8UP2G","193",2018-04-17 20:37:48
"450","doi:10.7281/T1/QXKY4B","0000-0003-1783-3597",2021-09-03 19:07:03
"451","doi:10.7281/T1/XZ0CGJ","0000-0003-1783-3597",2021-07-30 16:56:47
"452","doi:10.7281/T1/KV9KNX","194",2019-04-08 18:51:56
"453","doi:10.7281/T1/QS3QFT","195",2024-03-26 20:35:29
"454","doi:10.7281/T1/EAFMCT","196",2018-12-07 18:10:05
"455","doi:10.7281/T1/ONZHUS","0000-0002-9422-0519",2019-07-08 18:17:31
"456","doi:10.7281/T1/K08BJZ","197",2022-09-06 17:25:29
"457","doi:10.7281/T1/NL3HTW","0000-0003-3321-5959",2023-05-16 18:53:51
"458","doi:10.7281/T1/VZZOJB","0000-0002-1119-6905",2021-03-02 14:37:44
"459","doi:10.7281/T1/KOTDPY","0000-0002-4651-0079",2024-08-30 14:03:32
"460","doi:10.7281/T1/UP8RWD","0000-0001-6853-3805",2023-12-07 20:11:09
"461","doi:10.7281/T1/N1X6I4","198",2021-02-04 22:20:30
"462","doi:10.7281/T1/NH6EGH","0000-0003-2399-4653",2021-07-12 20:08:01
"463","doi:10.7281/T1/CZZDLJ","0000-0002-3403-743X",2017-06-22 13:24:47
"464","doi:10.7281/T1/YXVVML","199",2017-08-16 16:55:42
"465","doi:10.7281/T1/MYJBMQ","200",2020-08-24 19:22:07
"466","doi:10.7281/T1/D3EV75","201",2022-05-24 12:27:31
"467","doi:10.7281/T1/8VU7A2","202",2023-05-09 12:24:18
"468","doi:10.7281/T1/WVDKQI","0000-0003-4274-4406",2023-12-11 20:33:49
"469","doi:10.7281/T1/KTOG9W","0000-0003-4672-1981",2024-05-02 20:09:40
"470","doi:10.7281/T1/GH4EF2","203",2021-02-22 21:23:35
"471","doi:10.7281/T1/0JWMF0","204",2022-06-23 19:23:43
"472","doi:10.7281/T1/2PGJQU","205",2023-03-08 20:14:56
"473","doi:10.7281/T1/EP0W7Y","0000-0002-6838-3701",2020-10-28 17:40:02
"474","doi:10.7281/T1/LR1FMH","206",2021-07-30 17:40:19
"475","doi:10.7281/T1/NLHSKE","0000-0002-5274-1068",2023-06-02 12:54:10
"476","doi:10.7281/T1/KV9KNX","207",2019-04-08 18:51:56
"477","doi:10.7281/T1/WYN7FI","208",2024-07-30 14:30:55
"478","doi:10.7281/T1/WBR06U","0000-0002-3826-0735",2017-06-12 13:30:58
"479","doi:10.7281/T1F769G3","209",2023-03-16 15:12:56
"480","doi:10.7281/T1/CCC69H","0000-0003-0968-208X",2021-03-23 16:40:40
"481","doi:10.7281/T1/AVOEQR","0000-0002-1927-0970",2023-10-12 07:54:20
"482","doi:10.7281/T1/DTCK4M","210",2021-09-09 17:10:19
"483","doi:10.7281/T1/LJ9FLW","0000-0003-4596-0702",2022-04-19 11:56:18
"484","doi:10.7281/T1/TP9B4Y","0000-0003-4596-0702",2018-06-13 13:46:01
"485","doi:10.7281/T1/BXJT0B","0000-0003-4596-0702",2021-12-21 17:56:17
"486","doi:10.7281/T1/QGOMA0","0000-0003-4596-0702",2020-05-13 17:30:30
"487","doi:10.7281/T1/NEACHP","0000-0003-4596-0702",2023-01-06 23:39:14
"488","doi:10.7281/T1/CUEL0W","0000-0002-7957-7624",2021-08-25 16:31:48
"489","doi:10.7281/T1/VZYIRV","0000-0002-4791-4593",2023-04-17 20:12:24
"490","doi:10.7281/T1/7VKY8K","211",2018-06-04 19:57:46
"491","doi:10.7281/T1/YXVVML","212",2017-08-16 16:55:42
"492","doi:10.7281/T1RF5RZ7","213",2016-08-02
"493","doi:10.7281/T1/7WS8AD","214",2020-12-03 18:22:39
"494","doi:10.7281/T1/VSW3JU","215",2021-05-26 20:32:48
"495","doi:10.7281/T1/KTOG9W","0000-0002-2930-5276",2024-05-02 20:09:40
"496","doi:10.7281/T1/AOTRD6","0000-0002-2930-5276",2024-06-27 20:51:31
"497","doi:10.7281/T1/0HWVS1","0000-0002-2930-5276",2024-06-28 14:02:28
"498","doi:10.7281/T1/BXJT0B","0000-0003-1629-6478",2021-12-21 17:56:17
"499","doi:10.7281/T1/IVVFCM","216",2023-04-21 16:24:52
"500","doi:10.7281/T1/I9NL60","0000-0003-4266-7973",2022-03-17 19:13:07
"501","doi:10.7281/T1/FPN6MI","217",2023-08-03 20:18:29
"502","doi:10.7281/T1/TNHLOJ","0000-0001-6886-1454",2018-12-04 18:10:52
"503","doi:10.7281/T1/M4FJUL","218",2021-03-18 15:19:14
"504","doi:10.7281/T1/3XLWZX","0000-0001-8218-2482",2019-03-14 14:14:39
"505","doi:10.7281/T1/ZOW11X","0000-0001-8218-2482",2021-02-01 15:16:20
"506","doi:10.7281/T1/KCIPSB","0000-0001-8218-2482",2021-02-01 15:15:59
"507","doi:10.7281/T1/AGLFQ2","0000-0002-3811-4973",2024-03-18 18:32:52
"508","doi:10.7281/T1/XTSKOW","219",2017-09-19 13:08:30
"509","doi:10.7281/T1/THLC8N","0000-0003-4321-6816",2024-03-13 19:56:44
"510","doi:10.7281/T1/F1GCSB","0000-0003-3413-2530",2023-09-13 18:07:50
"511","doi:10.7281/T1/EQKCFP","220",2023-10-20 13:46:16
"512","doi:10.7281/T1/H1ZPLI","221",2023-07-06 16:00:37
"513","doi:10.7281/T1/9VJGPI","0000-0002-0587-9355",2023-09-05 16:08:55
"514","doi:10.7281/T1/J8UWFU","222",2024-05-03 17:43:49
"515","doi:10.7281/T1/U5GUV3","0000-0003-2683-9157",2023-08-16 16:21:51
"516","doi:10.7281/T1/RE5GOK","223",2024-08-29 15:44:03
"517","doi:10.7281/T1/U5GUV3","224",2023-08-16 16:21:51
"518","doi:10.7281/T1/RE5GOK","225",2024-08-29 15:44:03
"519","doi:10.7281/T1/KWDKME","226",2024-04-11 15:30:47
"520","doi:10.7281/T1/RTSGO0","0000-0001-9173-1084",2022-11-15 14:01:46
"521","doi:10.7281/T1/CUEL0W","0000-0002-5877-5138",2021-08-25 16:31:48
"522","doi:10.7281/T1/NH6EGH","227",2021-07-12 20:08:01
"523","doi:10.7281/T1/AGLFQ2","228",2024-03-18 18:32:52
"524","doi:10.7281/T1/UIJLZO","0000-0002-5590-4889",2024-02-27 14:26:57
"525","doi:10.7281/T1/8VU7A2","229",2023-05-09 12:24:18
"526","doi:10.7281/T1/GTUUUG","0000-0002-0221-3208",2024-07-08 13:12:05
"527","doi:10.7281/T1/KTOG9W","230",2024-05-02 20:09:40
"528","doi:10.7281/T1/K08BJZ","231",2022-09-06 17:25:29
"529","doi:10.7281/T1/QUDBC6","232",2023-06-12 21:06:25
"530","doi:10.7281/T1F769G3","233",2023-03-16 15:12:56
"531","doi:10.7281/T1F769G3","0000-0003-0335-4982",2023-03-16 15:12:56
"532","doi:10.7281/T1/1ECVB0","0000-0001-6703-9899",2020-04-09 20:50:28
"533","doi:10.7281/T1/XGVRX0","234",2022-06-23 16:11:51
"534","doi:10.7281/T1/SWU4P8","235",2023-08-08 17:47:21
"535","doi:10.7281/T1/VAQP5N","236",2018-10-24 15:06:55
"536","doi:10.7281/T1/GTUUUG","237",2024-07-08 13:12:05
"537","doi:10.7281/T1/WBR06U","0000-0001-7246-745X",2017-06-12 13:30:58
"538","doi:10.7281/T1/VCPZIK","0000-0001-7246-745X",2021-08-05 21:44:39
"539","doi:10.7281/T1/V3Z6DD","238",2019-01-23 20:57:15
"540","doi:10.7281/T1/EAFMCT","239",2018-12-07 18:10:05
"541","doi:10.7281/T1/ONZHUS","240",2019-07-08 18:17:31
"542","doi:10.7281/T1/DP2U9M","241",2019-07-10 18:25:43
"543","doi:10.7281/T1/7WS8AD","242",2020-12-03 18:22:39
"544","doi:10.7281/T1/VSW3JU","243",2021-05-26 20:32:48
"545","doi:10.7281/T1/IRL0IE","0009-0001-2615-3617",2024-07-19 14:14:00
"546","doi:10.7281/T1/SMICE5","0000-0002-7529-5435",2024-01-29 20:22:57
"547","doi:10.7281/T1/J8UWFU","0000-0002-7529-5435",2024-05-03 17:43:49
"548","doi:10.7281/T1/VXGDYH","0000-0002-7529-5435",2023-09-15 15:16:56
"549","doi:10.7281/T1/ORP47N","0000-0002-7529-5435",2023-10-12 20:05:53
"550","doi:10.7281/T19G5JRC","244",2015-10-22
