"","ds_id","auth_id","timestamp"
"822","doi:10.7281/T1/2K70CX","0000-0003-4668-9803",2020-01-13 15:17:50
"823","doi:10.7281/T19G5JRC","0000-0002-1349-8026",2015-10-22
"824","doi:10.7281/T1F769G3","0000-0002-1349-8026",2023-03-16 15:12:56
"825","doi:10.7281/T1/BIJBI6","355",2019-12-19 20:21:04
"826","doi:10.7281/T19G5JRC","356",2015-10-22
"827","doi:10.7281/T1/IFSXNV","357",2020-10-15 12:47:22
"828","doi:10.7281/T1/C304HZ","0000-0003-3065-7700",2022-03-30 19:24:13
"829","doi:10.7281/T1/A9NKJ7","358",2020-10-21 20:37:18
"830","doi:10.7281/T1/UBSZF1","359",2022-07-25 14:15:09
"831","doi:10.7281/T1/CZDPSX","360",2019-09-18 15:58:57
"832","doi:10.7281/T1/SWNGEP","361",2021-05-07 14:09:25
"833","doi:10.7281/T1/7WS8AD","362",2020-12-03 18:22:39
"834","doi:10.7281/T1/VSW3JU","363",2021-05-26 20:32:48
"835","doi:10.7281/T1/7WS8AD","0000-0003-3903-303X",2020-12-03 18:22:39
"836","doi:10.7281/T1/VSW3JU","0000-0003-3903-303X",2021-05-26 20:32:48
"837","doi:10.7281/T1/CGBG4F","0000-0001-5825-4431",2024-06-03 14:49:17
"838","doi:10.7281/T1/EAFMCT","364",2018-12-07 18:10:05
"839","doi:10.7281/T1/UXPNT5","365",2022-04-08 17:18:45
"840","doi:10.7281/T1/ONZHUS","366",2019-07-08 18:17:31
"841","doi:10.7281/T1/4F90KQ","0000-0002-6032-5611",2020-04-09 12:26:47
"842","doi:10.7281/T1/X4MXHC","0000-0003-0332-4580",2022-04-07 16:35:56
"843","doi:10.7281/T1/OSQSMY","367",2018-08-17 13:15:49
"844","doi:10.7281/T1/NH6EGH","368",2021-07-12 20:08:01
"845","doi:10.7281/T1/ZHG9BB","369",2017-08-28 17:18:07
"846","doi:10.7281/T1/4AJ8Y1","370",2018-04-20 19:17:14
"847","doi:10.7281/T1/LJZQPI","371",2019-06-21 13:53:21
"848","doi:10.7281/T1/QA0SFN","0000-0002-4676-9320",2020-11-23 17:56:48
"849","doi:10.7281/T1/VDZAZY","0000-0002-4676-9320",2020-08-28 18:59:41
"850","doi:10.7281/T1/XOL4BR","0000-0002-4676-9320",2024-05-31 15:26:52
"851","doi:10.7281/T1/IM9BZI","372",2024-04-22 18:43:06
"852","doi:10.7281/T1/XFNORD","0000-0002-3047-0172",2023-12-21 14:34:36
"853","doi:10.7281/T1/4RZTRN","0000-0002-9635-1272",2021-11-05 18:59:17
"854","doi:10.7281/T1/DP2U9M","0000-0001-9461-5249",2019-07-10 18:25:43
"855","doi:10.7281/T1/DP2U9M","0000-0002-2479-703X",2019-07-10 18:25:43
"856","doi:10.7281/T1/0HWVS1","373",2024-06-28 14:02:28
"857","doi:10.7281/T1/L8UP2G","374",2018-04-17 20:37:48
"858","doi:10.7281/T1/AZE8LU","375",2020-12-01 20:12:59
"859","doi:10.7281/T1/4ZCOC4","0000-0003-3639-9570",2020-04-06 19:13:23
"860","doi:10.7281/T1/RECXQW","0000-0003-3639-9570",2022-01-10 16:51:56
"861","doi:10.7281/T1/0EYOMQ","0000-0003-3639-9570",2022-03-09 21:15:29
"862","doi:10.7281/T1/X4MXHC","0000-0003-3639-9570",2022-04-07 16:35:56
"863","doi:10.7281/T1/KOTDPY","0000-0003-3639-9570",2024-08-30 14:03:32
"864","doi:10.7281/T1/7IXSOP","376",2022-09-23 16:12:59
"865","doi:10.7281/T1/HRK27V","0000-0002-2815-9262",2022-03-07 20:18:52
"866","doi:10.7281/T1/CUEL0W","0000-0002-9818-9344",2021-08-25 16:31:48
"867","doi:10.7281/T1/LJZQPI","0000-0002-8523-0483",2019-06-21 13:53:21
"868","doi:10.7281/T1/UBSZF1","377",2022-07-25 14:15:09
"869","doi:10.7281/T1/IRMGH8","378",2024-02-28 12:19:18
"870","doi:10.7281/T1/GTUUUG","379",2024-07-08 13:12:05
"871","doi:10.7281/T1/CLTDND","380",2019-06-26 17:45:57
"872","doi:10.7281/T1RF5RZ7","0000-0003-1681-516X",2016-08-02
"873","doi:10.7281/T1/7VKY8K","381",2018-06-04 19:57:46
"874","doi:10.7281/T1/SWNGEP","382",2021-05-07 14:09:25
"875","doi:10.7281/T1/VWQ4J3","0000-0002-1643-8803",2020-04-01 17:02:54
"876","doi:10.7281/T1/BXJT0B","0000-0002-1170-0550",2021-12-21 17:56:17
"877","doi:10.7281/T1/YC5BS6","0000-0003-3458-9215",2023-10-18 17:06:58
"878","doi:10.7281/T1/WVEABK","0000-0003-3458-9215",2023-05-25 17:11:56
"879","doi:10.7281/T1/IFSXNV","0000-0003-1291-9316",2020-10-15 12:47:22
"880","doi:10.7281/T1/C304HZ","0000-0003-1291-9316",2022-03-30 19:24:13
"881","doi:10.7281/T1/SWU4P8","383",2023-08-08 17:47:21
"882","doi:10.7281/T1/OSQSMY","0000-0003-4925-9059",2018-08-17 13:15:49
"883","doi:10.7281/T1/NH6EGH","0000-0003-4925-9059",2021-07-12 20:08:01
"884","doi:10.7281/T1/SQ6FO9","384",2018-08-24 14:54:41
"885","doi:10.7281/T1/AVEV7M","385",2023-03-23 13:42:30
"886","doi:10.7281/T1/UBSZF1","0000-0002-5221-2107",2022-07-25 14:15:09
"887","doi:10.7281/T10Z715B","386",2016-10-28
"888","doi:10.7281/T1/CUEL0W","387",2021-08-25 16:31:48
"889","doi:10.7281/T1/QQ77OB","388",2022-09-27 20:22:01
"890","doi:10.7281/T1/VNFY91","0000-0003-2740-8308",2023-09-15 19:41:39
"891","doi:10.7281/T1J10120","389",2016-06-15
"892","doi:10.7281/T1/YQDI0F","390",2021-04-06 13:35:42
"893","doi:10.7281/T1/1MQMFC","0000-0001-9724-6725",2023-05-23 20:37:37
"894","doi:10.7281/T1/EWN8ZN","0000-0001-9724-6725",2021-07-19 21:01:24
"895","doi:10.7281/T1/WVDKQI","391",2023-12-11 20:33:49
"896","doi:10.7281/T19G5JRC","392",2015-10-22
"897","doi:10.7281/T1F769G3","393",2023-03-16 15:12:56
"898","doi:10.7281/T1/VZZOJB","0000-0002-3483-4148",2021-03-02 14:37:44
"899","doi:10.7281/T1/A9NKJ7","394",2020-10-21 20:37:18
"900","doi:10.7281/T1/HVRF8B","0000-0002-1585-8275",2021-10-25 15:35:24
"901","doi:10.7281/T1/KWDKME","0000-0002-0468-6420",2024-04-11 15:30:47
"902","doi:10.7281/T19G5JRC","395",2015-10-22
"903","doi:10.7281/T1/IRMGH8","0000-0003-3248-1761",2024-02-28 12:19:18
"904","doi:10.7281/T1/EQKCFP","0000-0003-3248-1761",2023-10-20 13:46:16
"905","doi:10.7281/T1/H1ZPLI","0000-0003-3248-1761",2023-07-06 16:00:37
"906","doi:10.7281/T1/FPN6MI","0000-0003-3248-1761",2023-08-03 20:18:29
"907","doi:10.7281/T1/RDLYMJ","0000-0003-3248-1761",2024-09-13 19:49:27
"908","doi:10.7281/T1/QA0SFN","0000-0002-9806-3231",2020-11-23 17:56:48
"909","doi:10.7281/T1/XGVRX0","0000-0001-8739-2542",2022-06-23 16:11:51
"910","doi:10.7281/T1/U5GUV3","0000-0001-8739-2542",2023-08-16 16:21:51
"911","doi:10.7281/T1/IHPXXR","396",2023-05-15 17:37:25
"912","doi:10.7281/T19G5JRC","0000-0002-5482-6620",2015-10-22
"913","doi:10.7281/T1/RECXQW","0000-0003-1255-2876",2022-01-10 16:51:56
"914","doi:10.7281/T1/X4MXHC","0000-0003-1255-2876",2022-04-07 16:35:56
"915","doi:10.7281/T1/CUEL0W","0000-0002-6786-8117",2021-08-25 16:31:48
"916","doi:10.7281/T1/HRK27V","0000-0002-5115-5884",2022-03-07 20:18:52
"917","doi:10.7281/T1/RDLYMJ","397",2024-09-13 19:49:27
"918","doi:10.7281/T1/IRMGH8","398",2024-02-28 12:19:18
"919","doi:10.7281/T1/K3ONN5","399",2018-11-19 17:24:44
"920","doi:10.7281/T1/V3Z6DD","400",2019-01-23 20:57:15
"921","doi:10.7281/T1/BT02SS","401",2021-07-19 20:18:07
"922","doi:10.7281/T1/VCPZIK","402",2021-08-05 21:44:39
"923","doi:10.7281/T1/KGCGBM","403",2023-05-09 12:21:59
"924","doi:10.7281/T1/4RZTRN","404",2021-11-05 18:59:17
"925","doi:10.7281/T1/OSQSMY","0000-0002-8655-5204",2018-08-17 13:15:49
"926","doi:10.7281/T1/NH6EGH","0000-0002-8655-5204",2021-07-12 20:08:01
"927","doi:10.7281/T1/9VJGPI","0000-0002-5223-8112",2023-09-05 16:08:55
"928","doi:10.7281/T1/FPN6MI","405",2023-08-03 20:18:29
"929","doi:10.7281/T1/IWOVKD","0000-0002-5301-9659",2018-11-08 13:39:55
"930","doi:10.7281/T1/DG7RDP","0000-0002-5301-9659",2019-01-23 14:37:33
"931","doi:10.7281/T1/IJO1FU","0000-0002-5301-9659",2020-03-20 20:32:52
"932","doi:10.7281/T1/K08BJZ","0000-0002-5301-9659",2022-09-06 17:25:29
"933","doi:10.7281/T1/FIS2QT","406",2020-06-17 13:26:05
"934","doi:10.7281/T1/AUBBJD","0000-0002-5301-9659",2020-08-28 15:17:53
"935","doi:10.7281/T1/7WXPIN","407",2019-10-08 13:57:17
"936","doi:10.7281/T1/K08BJZ","0000-0001-7365-2382",2022-09-06 17:25:29
"937","doi:10.7281/T1/ZPJZJC","0000-0001-7365-2382",2021-10-13 12:17:00
"938","doi:10.7281/T1/ZQZX80","0000-0001-7365-2382",2019-12-05 20:57:25
"939","doi:10.7281/T1/NL3HTW","0000-0001-7365-2382",2023-05-16 18:53:51
"940","doi:10.7281/T1/0HWVS1","408",2024-06-28 14:02:28
"941","doi:10.7281/T1/7ELIJW","409",2024-04-26 19:51:18
"942","doi:10.7281/T1/YZKNJ6","410",2024-02-22 19:52:00
"943","doi:10.7281/T1/FN9EH6","0000-0002-8833-3592",2017-04-03 18:11:57
"944","doi:10.7281/T1/ZHG9BB","0000-0002-8833-3592",2017-08-28 17:18:07
"945","doi:10.7281/T1/LJ9FLW","0000-0002-4072-181X",2022-04-19 11:56:18
"946","doi:10.7281/T1/NEACHP","0000-0002-4072-181X",2023-01-06 23:39:14
"947","doi:10.7281/T1/BXJT0B","0000-0002-4072-181X",2021-12-21 17:56:17
"948","doi:10.7281/T1/IJO1FU","0000-0003-0987-6060",2020-03-20 20:32:52
"949","doi:10.7281/T1/YUHUYN","0000-0002-1488-9475",2023-05-23 20:37:12
"950","doi:10.7281/T1/KWDKME","0000-0002-1488-9475",2024-04-11 15:30:47
"951","doi:10.7281/T1/9VJGPI","0000-0002-6447-6986",2023-09-05 16:08:55
"952","doi:10.7281/T17P8W98","411",2015-08-25
"953","doi:10.7281/T1/IVVFCM","0000-0001-5210-1709",2023-04-21 16:24:52
"954","doi:10.7281/T1/LJZQPI","412",2019-06-21 13:53:21
"955","doi:10.7281/T1/YQDI0F","413",2021-04-06 13:35:42
"956","doi:10.7281/T1/SQJ7G0","0000-0003-3984-895X",2024-04-22 15:29:40
"957","doi:10.7281/T1/CGBG4F","0000-0001-6533-6179",2024-06-03 14:49:17
"958","doi:10.7281/T1/B1QTXI","414",2023-06-09 16:24:40
"959","doi:10.7281/T1/V3Z6DD","0000-0001-6313-9884",2019-01-23 20:57:15
"960","doi:10.7281/T1/BT02SS","415",2021-07-19 20:18:07
"961","doi:10.7281/T1/VCPZIK","0000-0001-6313-9884",2021-08-05 21:44:39
"962","doi:10.7281/T1/KGCGBM","0000-0001-6313-9884",2023-05-09 12:21:59
"963","doi:10.7281/T1/C8BCOW","0000-0001-6313-9884",2024-02-27 14:23:24
"964","doi:10.7281/T1/WVDKQI","0000-0001-6313-9884",2023-12-11 20:33:49
"965","doi:10.7281/T1/SWU4P8","416",2023-08-08 17:47:21
"966","doi:10.7281/T1/T3SA2Z","417",2020-04-13 21:12:23
"967","doi:10.7281/T14Q7RW8","0000-0001-9928-8275",2016-07-14
"968","doi:10.7281/T1/FIS2QT","418",2020-06-17 13:26:05
"969","doi:10.7281/T19G5JRC","419",2015-10-22
"970","doi:10.7281/T1/C4RVLS","0000-0003-4328-0199",2024-01-09 16:15:38
"971","doi:10.7281/T1/E70MXR","0000-0003-1021-7820",2021-01-07 17:45:16
"972","doi:10.7281/T1/7WS8AD","0000-0001-7789-5779",2020-12-03 18:22:39
"973","doi:10.7281/T1/LW2H2F","0000-0001-7789-5779",2019-11-26 16:27:19
"974","doi:10.7281/T1/T81CEP","420",2020-06-24 15:26:45
"975","doi:10.7281/T1/VSW3JU","0000-0001-7789-5779",2021-05-26 20:32:48
"976","doi:10.7281/T1/RTSGO0","0000-0002-9793-0110",2022-11-15 14:01:46
"977","doi:10.7281/T1/KOTDPY","0000-0003-0106-7437",2024-08-30 14:03:32
"978","doi:10.7281/T1/AVEV7M","0000-0002-8176-2044",2023-03-23 13:42:30
"979","doi:10.7281/T1PN93HH","421",2020-10-30 18:26:04
"980","doi:10.7281/T1/EQKCFP","422",2023-10-20 13:46:16
"981","doi:10.7281/T1/H1ZPLI","423",2023-07-06 16:00:37
"982","doi:10.7281/T1/FPN6MI","424",2023-08-03 20:18:29
"983","doi:10.7281/T1/HRK27V","0000-0002-3050-7692",2022-03-07 20:18:52
"984","doi:10.7281/T1/HVRF8B","0000-0001-8964-730X",2021-10-25 15:35:24
"985","doi:10.7281/T1/GH4EF2","425",2021-02-22 21:23:35
"986","doi:10.7281/T1/0JWMF0","426",2022-06-23 19:23:43
"987","doi:10.7281/T1/8VU7A2","427",2023-05-09 12:24:18
"988","doi:10.7281/T1/IRMGH8","428",2024-02-28 12:19:18
"989","doi:10.7281/T1/RDLYMJ","0000-0001-7086-2990",2024-09-13 19:49:27
"990","doi:10.7281/T1/PIVKJ7","0000-0002-7228-1628",2023-11-16 15:58:05
"991","doi:10.7281/T1/ZPJZJC","429",2021-10-13 12:17:00
"992","doi:10.7281/T1/7VKY8K","430",2018-06-04 19:57:46
"993","doi:10.7281/T1RF5RZ7","0000-0002-2977-5040",2016-08-02
"994","doi:10.7281/T1/SWNGEP","0000-0003-3639-7831",2021-05-07 14:09:25
"995","doi:10.7281/T1/SWNGEP","431",2021-05-07 14:09:25
"996","doi:10.7281/T1/7IXSOP","0000-0001-7973-1647",2022-09-23 16:12:59
"997","doi:10.7281/T1/DP2U9M","0000-0002-6715-7905",2019-07-10 18:25:43
"998","doi:10.7281/T1/FIS2QT","0000-0001-8339-2510",2020-06-17 13:26:05
"999","doi:10.7281/T1PN93HH","432",2020-10-30 18:26:04
"1000","doi:10.7281/T1F769G3","433",2023-03-16 15:12:56
"1001","doi:10.7281/T1/B660D2","0000-0002-4817-6625",2022-09-12 20:36:56
"1002","doi:10.7281/T1/OOMZS7","0000-0002-4817-6625",2022-06-06 13:59:37
"1003","doi:10.7281/T1/PIVKJ7","0000-0002-4817-6625",2023-11-16 15:58:05
"1004","doi:10.7281/T1/RTSGO0","0000-0002-3002-819X",2022-11-15 14:01:46
"1005","doi:10.7281/T1/FPN6MI","434",2023-08-03 20:18:29
"1006","doi:10.7281/T1/THLC8N","0000-0002-8588-0865",2024-03-13 19:56:44
"1007","doi:10.7281/T1/A9NKJ7","0000-0001-8218-1797",2020-10-21 20:37:18
"1008","doi:10.7281/T1/WYN7FI","0000-0001-8218-1797",2024-07-30 14:30:55
"1009","doi:10.7281/T1/UBSZF1","0000-0002-7259-7374",2022-07-25 14:15:09
"1010","doi:10.7281/T1/A9NKJ7","0000-0002-7259-7374",2020-10-21 20:37:18
"1011","doi:10.7281/T1/IRL0IE","0000-0002-7259-7374",2024-07-19 14:14:00
"1012","doi:10.7281/T1/0HWVS1","435",2024-06-28 14:02:28
"1013","doi:10.7281/T1/6I0KPP","0000-0001-5761-6779",2022-07-05 21:07:35
"1014","doi:10.7281/T1/CGBG4F","0000-0001-5761-6779",2024-06-03 14:49:17
"1015","doi:10.7281/T1/9VJGPI","0000-0002-5633-1314",2023-09-05 16:08:55
"1016","doi:10.7281/T1/LQMJJM","436",2023-01-30 20:24:14
"1017","doi:10.7281/T1/CUEL0W","0000-0003-4555-3162",2021-08-25 16:31:48
"1018","doi:10.7281/T1/UBSZF1","0000-0003-4555-3162",2022-07-25 14:15:09
"1019","doi:10.7281/T1/A9NKJ7","0000-0003-4555-3162",2020-10-21 20:37:18
"1020","doi:10.7281/T1/IRL0IE","0000-0003-4555-3162",2024-07-19 14:14:00
"1021","doi:10.7281/T1/WYN7FI","0000-0003-4555-3162",2024-07-30 14:30:55
"1022","doi:10.7281/T1/V4BATB","0000-0003-4555-3162",2024-07-31 13:11:09
"1023","doi:10.7281/T1/CCC69H","437",2021-03-23 16:40:40
"1024","doi:10.7281/T1/TNHLOJ","438",2018-12-04 18:10:52
"1025","doi:10.7281/T10Z715B","439",2016-10-28
"1026","doi:10.7281/T1/VWR4GR","0000-0002-9113-2978",2017-02-23 14:12:11
"1027","doi:10.7281/T1/BXJT0B","0000-0001-9612-8532",2021-12-21 17:56:17
"1028","doi:10.7281/T1/NL3HTW","440",2023-05-16 18:53:51
"1029","doi:10.7281/T1/UDTJPD","441",2020-02-20 18:10:12
"1030","doi:10.7281/T1/YOFR1E","442",2019-06-26 17:38:15
"1031","doi:10.7281/T1/EOPWE4","0000-0003-3978-9662",2019-06-26 17:27:07
"1032","doi:10.7281/T1/CLTDND","443",2019-06-26 17:45:57
"1033","doi:10.7281/T1/LR1FMH","444",2021-07-30 17:40:19
"1034","doi:10.7281/T1/DTCK4M","445",2021-09-09 17:10:19
"1035","doi:10.7281/T1/EAFMCT","446",2018-12-07 18:10:05
"1036","doi:10.7281/T1/ONZHUS","447",2019-07-08 18:17:31
"1037","doi:10.7281/T1/6Y08LS","0000-0003-2831-4389",2018-08-22 19:06:03
"1038","doi:10.7281/T1/DTCK4M","448",2021-09-09 17:10:19
"1039","doi:10.7281/T1/QGOMA0","0000-0003-3849-5064",2020-05-13 17:30:30
"1040","doi:10.7281/T1/LJ9FLW","0000-0003-3849-5064",2022-04-19 11:56:18
"1041","doi:10.7281/T1/VWR4GR","0000-0003-1622-0545",2017-02-23 14:12:11
"1042","doi:10.7281/T1/SP6KO3","449",2017-11-22 19:46:20
"1043","doi:10.7281/T1/ZHG9BB","0000-0001-8688-115X",2017-08-28 17:18:07
"1044","doi:10.7281/T1/OSQSMY","0000-0002-5655-8201",2018-08-17 13:15:49
"1045","doi:10.7281/T1/CCC69H","0000-0001-5095-1478",2021-03-23 16:40:40
"1046","doi:10.7281/T1/TLEBVW","0000-0002-9868-7896",2017-12-20 18:16:30
"1047","doi:10.7281/T1/PG105Y","0000-0003-2369-540X",2022-04-21 14:45:06
"1048","doi:10.7281/T1/0HWVS1","0000-0001-7942-8998",2024-06-28 14:02:28
"1049","doi:10.7281/T1/OSQSMY","450",2018-08-17 13:15:49
"1050","doi:10.7281/T1/E70MXR","451",2021-01-07 17:45:16
"1051","doi:10.7281/T1/AGLFQ2","0000-0001-8706-9825",2024-03-18 18:32:52
"1052","doi:10.7281/T1/I0H3GY","0000-0002-5478-5291",2023-07-21 20:11:46
"1053","doi:10.7281/T19G5JRC","452",2015-10-22
"1054","doi:10.7281/T1/FPN6MI","0000-0002-4396-2432",2023-08-03 20:18:29
"1055","doi:10.7281/T1RN35S8","453",2015-08-25
"1056","doi:10.7281/T1/FFU0LR","0009-0000-3215-8716",2024-04-29 13:13:02
"1057","doi:10.7281/T1/WYN7FI","0000-0001-9163-5607",2024-07-30 14:30:55
"1058","doi:10.7281/T1/YI383C","454",2017-08-16 16:55:31
"1059","doi:10.7281/T1/SMICE5","0000-0003-2622-3459",2024-01-29 20:22:57
"1060","doi:10.7281/T1/YOFR1E","455",2019-06-26 17:38:15
"1061","doi:10.7281/T1/VAQP5N","456",2018-10-24 15:06:55
"1062","doi:10.7281/T1/DP2U9M","0000-0002-1927-0970",2019-07-10 18:25:43
"1063","doi:10.7281/T1/SQ6FO9","0000-0002-8004-3486",2018-08-24 14:54:41
"1064","doi:10.7281/T1/6JMKIG","0000-0002-8004-3486",2019-01-15 20:29:36
"1065","doi:10.7281/T1/IVVFCM","457",2023-04-21 16:24:52
"1066","doi:10.7281/T1/IVVFCM","0000-0001-9423-0816",2023-04-21 16:24:52
"1067","doi:10.7281/T1/6BHBC4","458",2020-01-13 18:12:38
"1068","doi:10.7281/T1/QA0SFN","459",2020-11-23 17:56:48
"1069","doi:10.7281/T1/VDZAZY","0000-0003-3117-7477",2020-08-28 18:59:41
"1070","doi:10.7281/T1/IM9BZI","460",2024-04-22 18:43:06
"1071","doi:10.7281/T1/YXVVML","461",2017-08-16 16:55:42
"1072","doi:10.7281/T1/AOTRD6","0009-0001-1248-9590",2024-06-27 20:51:31
"1073","doi:10.7281/T1/ZOW11X","462",2021-02-01 15:16:20
"1074","doi:10.7281/T1/KCIPSB","0000-0002-1216-0285",2021-02-01 15:15:59
"1075","doi:10.7281/T1/PG105Y","463",2022-04-21 14:45:06
"1076","doi:10.7281/T1/5UEIRG","464",2022-05-24 12:26:25
"1077","doi:10.7281/T1/YUHUYN","465",2023-05-23 20:37:12
"1078","doi:10.7281/T1/1MQMFC","466",2023-05-23 20:37:37
"1079","doi:10.7281/T1/UJO8EZ","0000-0002-1216-0285",2023-12-12 14:36:47
"1080","doi:10.7281/T1/XNZRR8","467",2022-04-21 14:44:27
"1081","doi:10.7281/T1/L4QB1Z","468",2022-04-19 19:15:56
"1082","doi:10.7281/T1/UIJLZO","0000-0002-1216-0285",2024-02-27 14:26:57
"1083","doi:10.7281/T1/XGVRX0","469",2022-06-23 16:11:51
"1084","doi:10.7281/T1/860JVB","470",2023-05-23 20:36:46
"1085","doi:10.7281/T1/8VU7A2","471",2023-05-09 12:24:18
"1086","doi:10.7281/T1/KWDKME","0000-0002-1216-0285",2024-04-11 15:30:47
"1087","doi:10.7281/T1/C8BCOW","472",2024-02-27 14:23:24
"1088","doi:10.7281/T1/MYBQC7","473",2024-04-29 18:15:03
"1089","doi:10.7281/T1/SWNGEP","474",2021-05-07 14:09:25
"1090","doi:10.7281/T1/FIS2QT","475",2020-06-17 13:26:05
"1091","doi:10.7281/T1/IRMGH8","0000-0001-5913-2073",2024-02-28 12:19:18
"1092","doi:10.7281/T1D798BQ","476",2016-06-01
"1093","doi:10.7281/T1/C6MCOX","477",2019-04-29 15:12:30
